subjID	participant	shift	activity	explosion	pumps	trial
04D22	04	D2	2	1	24	11
04D22	04	D2	2	0	64	12
04D22	04	D2	2	1	51	13
04D22	04	D2	2	1	47	14
04D22	04	D2	2	1	54	15
04D22	04	D2	2	0	64	16
04D22	04	D2	2	1	21	17
04D22	04	D2	2	0	64	18
04D22	04	D2	2	0	64	19
04D22	04	D2	2	0	64	20
04D22	04	D2	2	0	64	21
04D22	04	D2	2	0	64	22
04D22	04	D2	2	1	3	23
04D22	04	D2	2	0	64	24
04D22	04	D2	2	0	64	25
04D22	04	D2	2	0	64	26
04D22	04	D2	2	1	32	27
04D22	04	D2	2	0	64	28
04D22	04	D2	2	1	49	29
04D22	04	D2	2	0	64	30
04N11	04	N1	1	1	3	1
04N11	04	N1	1	0	32	2
04N11	04	N1	1	1	43	3
04N11	04	N1	1	0	32	4
04N11	04	N1	1	1	10	5
04N11	04	N1	1	1	2	6
04N11	04	N1	1	1	13	7
04N11	04	N1	1	0	32	8
04N11	04	N1	1	0	64	9
04N11	04	N1	1	1	46	10
04N11	04	N1	1	0	64	11
04N11	04	N1	1	1	58	12
04N11	04	N1	1	1	82	13
04N11	04	N1	1	1	57	14
04N11	04	N1	1	0	32	15
04N11	04	N1	1	0	64	16
04N11	04	N1	1	1	34	17
04N11	04	N1	1	1	26	18
04N11	04	N1	1	0	32	19
04N11	04	N1	1	1	42	20
04N11	04	N1	1	1	2	21
04N11	04	N1	1	0	32	22
04N11	04	N1	1	0	64	23
04N11	04	N1	1	1	96	24
04N11	04	N1	1	1	50	25
04N11	04	N1	1	1	19	26
04N11	04	N1	1	0	32	27
04N11	04	N1	1	0	64	28
04N11	04	N1	1	1	16	29
04N11	04	N1	1	1	70	30
04N12	04	N1	2	1	54	1
04N12	04	N1	2	1	35	2
04N12	04	N1	2	0	60	3
04N12	04	N1	2	1	31	4
04N12	04	N1	2	1	45	5
04N12	04	N1	2	0	60	6
04N12	04	N1	2	1	2	7
04N12	04	N1	2	1	57	8
04N12	04	N1	2	0	60	9
04N12	04	N1	2	1	24	10
04N12	04	N1	2	0	64	11
04N12	04	N1	2	0	68	12
04N12	04	N1	2	0	68	13
04N12	04	N1	2	0	68	14
04N12	04	N1	2	0	68	15
04N12	04	N1	2	1	33	16
04N12	04	N1	2	0	64	17
04N12	04	N1	2	0	68	18
04N12	04	N1	2	1	10	19
04N12	04	N1	2	1	3	20
04N12	04	N1	2	0	60	21
04N12	04	N1	2	1	8	22
04N12	04	N1	2	0	60	23
04N12	04	N1	2	1	11	24
04N12	04	N1	2	1	5	25
04N12	04	N1	2	0	60	26
04N12	04	N1	2	1	60	27
04N12	04	N1	2	0	60	28
04N12	04	N1	2	1	53	29
04N12	04	N1	2	0	60	30
04N21	04	N2	1	1	39	1
04N21	04	N2	1	0	60	2
04N21	04	N2	1	0	64	3
04N21	04	N2	1	1	32	4
04N21	04	N2	1	1	32	5
04N21	04	N2	1	1	8	6
04N21	04	N2	1	0	60	7
04N21	04	N2	1	1	44	8
04N21	04	N2	1	0	60	9
04N21	04	N2	1	1	19	10
04N21	04	N2	1	0	60	11
04N21	04	N2	1	1	4	12
04N21	04	N2	1	0	64	13
04N21	04	N2	1	1	14	14
04N21	04	N2	1	1	38	15
04N21	04	N2	1	0	60	16
04N21	04	N2	1	1	3	17
04N21	04	N2	1	0	60	18
04N21	04	N2	1	0	64	19
04N21	04	N2	1	0	68	20
04N21	04	N2	1	1	63	21
04N21	04	N2	1	0	64	22
04N21	04	N2	1	1	37	23
04N21	04	N2	1	1	11	24
04N21	04	N2	1	0	60	25
04N21	04	N2	1	0	64	26
04N21	04	N2	1	1	19	27
04N21	04	N2	1	1	30	28
04N21	04	N2	1	0	60	29
04N21	04	N2	1	1	88	30
04N22	04	N2	2	0	60	1
04N22	04	N2	2	1	35	2
04N22	04	N2	2	1	57	3
04N22	04	N2	2	1	32	4
04N22	04	N2	2	0	40	5
04N22	04	N2	2	1	59	6
04N22	04	N2	2	0	40	7
04N22	04	N2	2	0	60	8
04N22	04	N2	2	1	69	9
04N22	04	N2	2	0	60	10
04N22	04	N2	2	1	68	11
04N22	04	N2	2	0	60	12
04N22	04	N2	2	1	30	13
04N22	04	N2	2	0	60	14
04N22	04	N2	2	1	61	15
04N22	04	N2	2	0	60	16
04N22	04	N2	2	0	80	17
04N22	04	N2	2	1	46	18
04N22	04	N2	2	1	49	19
04N22	04	N2	2	1	9	20
04N22	04	N2	2	1	10	21
04N22	04	N2	2	0	40	22
04N22	04	N2	2	0	60	23
04N22	04	N2	2	1	55	24
04N22	04	N2	2	1	36	25
04N22	04	N2	2	0	40	26
04N22	04	N2	2	1	16	27
04N22	04	N2	2	1	14	28
04N22	04	N2	2	0	40	29
04N22	04	N2	2	0	60	30
05D11	05	D1	1	1	25	1
05D11	05	D1	1	0	20	2
05D11	05	D1	1	0	20	3
05D11	05	D1	1	1	3	4
05D11	05	D1	1	0	30	5
05D11	05	D1	1	0	40	6
05D11	05	D1	1	0	40	7
05D11	05	D1	1	1	41	8
05D11	05	D1	1	1	8	9
05D11	05	D1	1	1	10	10
05D11	05	D1	1	1	1	11
05D11	05	D1	1	0	45	12
05D11	05	D1	1	0	8	13
05D11	05	D1	1	1	7	14
05D11	05	D1	1	0	3	15
05D11	05	D1	1	0	40	16
05D11	05	D1	1	0	50	17
05D11	05	D1	1	1	15	18
05D11	05	D1	1	1	43	19
05D11	05	D1	1	0	60	20
05D11	05	D1	1	1	3	21
05D11	05	D1	1	0	2	22
05D11	05	D1	1	0	60	23
05D11	05	D1	1	0	5	24
05D11	05	D1	1	1	56	25
05D11	05	D1	1	1	59	26
05D11	05	D1	1	1	9	27
05D11	05	D1	1	0	55	28
05D11	05	D1	1	1	44	29
05D11	05	D1	1	0	60	30
05D12	05	D1	2	1	41	1
05D12	05	D1	2	0	45	2
05D12	05	D1	2	1	3	3
05D12	05	D1	2	1	46	4
05D12	05	D1	2	1	33	5
05D12	05	D1	2	1	8	6
05D12	05	D1	2	1	44	7
05D12	05	D1	2	0	60	8
05D12	05	D1	2	1	21	9
05D12	05	D1	2	0	50	10
05D12	05	D1	2	1	19	11
05D12	05	D1	2	0	20	12
05D12	05	D1	2	0	30	13
05D12	05	D1	2	1	42	14
05D12	05	D1	2	1	40	15
05D12	05	D1	2	0	80	16
05D12	05	D1	2	1	27	17
05D12	05	D1	2	1	30	18
05D12	05	D1	2	0	29	19
05D12	05	D1	2	0	40	20
05D12	05	D1	2	1	51	21
05D12	05	D1	2	0	60	22
05D12	05	D1	2	0	90	23
05D12	05	D1	2	1	19	24
05D12	05	D1	2	0	10	25
05D12	05	D1	2	0	20	26
05D12	05	D1	2	0	40	27
05D12	05	D1	2	0	40	28
05D12	05	D1	2	1	4	29
05D12	05	D1	2	1	40	30
05D21	05	D2	1	0	64	1
05D21	05	D2	1	1	7	2
05D21	05	D2	1	0	64	3
05D21	05	D2	1	1	46	4
05D21	05	D2	1	0	64	5
05D21	05	D2	1	1	51	6
05D21	05	D2	1	1	42	7
05D21	05	D2	1	1	37	8
05D21	05	D2	1	0	64	9
05D21	05	D2	1	0	64	10
05D21	05	D2	1	0	64	11
05D21	05	D2	1	0	64	12
05D21	05	D2	1	1	58	13
05D21	05	D2	1	0	64	14
05D21	05	D2	1	1	64	15
05D21	05	D2	1	1	61	16
05D21	05	D2	1	1	19	17
05D21	05	D2	1	0	64	18
05D21	05	D2	1	1	35	19
05D21	05	D2	1	0	64	20
05D21	05	D2	1	0	64	21
05D21	05	D2	1	0	64	22
05D21	05	D2	1	1	21	23
05D21	05	D2	1	0	64	24
05D21	05	D2	1	0	64	25
05D21	05	D2	1	1	17	26
05D21	05	D2	1	0	64	27
05D21	05	D2	1	1	14	28
05D21	05	D2	1	1	29	29
05D21	05	D2	1	1	24	30
05D22	05	D2	2	1	12	1
05D22	05	D2	2	1	12	2
05D22	05	D2	2	1	45	3
05D22	05	D2	2	1	51	4
05D22	05	D2	2	1	17	5
05D22	05	D2	2	1	14	6
05D22	05	D2	2	1	50	7
05D22	05	D2	2	1	58	8
05D22	05	D2	2	1	61	9
05D22	05	D2	2	1	75	10
05D22	05	D2	2	1	5	11
05D22	05	D2	2	1	51	12
05D22	05	D2	2	1	65	13
05D22	05	D2	2	1	35	14
05D22	05	D2	2	1	19	15
05D22	05	D2	2	1	26	16
05D22	05	D2	2	1	15	17
05D22	05	D2	2	0	80	18
05D22	05	D2	2	1	69	19
05D22	05	D2	2	0	80	20
05D22	05	D2	2	1	37	21
05D22	05	D2	2	1	5	22
05D22	05	D2	2	1	53	23
05D22	05	D2	2	1	24	24
05D22	05	D2	2	1	3	25
05D22	05	D2	2	0	80	26
05D22	05	D2	2	1	68	27
05D22	05	D2	2	0	80	28
05D22	05	D2	2	1	67	29
05D22	05	D2	2	1	43	30
05N11	05	N1	1	1	25	1
05N11	05	N1	1	1	16	2
05N11	05	N1	1	1	7	3
05N11	05	N1	1	0	50	4
05N11	05	N1	1	1	35	5
05N11	05	N1	1	0	50	6
05N11	05	N1	1	0	50	7
05N11	05	N1	1	0	50	8
05N11	05	N1	1	0	50	9
05N11	05	N1	1	0	50	10
05N11	05	N1	1	1	7	11
05N11	05	N1	1	0	50	12
05N11	05	N1	1	1	17	13
05N11	05	N1	1	1	22	14
05N11	05	N1	1	0	50	15
05N11	05	N1	1	0	50	16
05N11	05	N1	1	1	22	17
05N11	05	N1	1	0	50	18
05N11	05	N1	1	0	50	19
05N11	05	N1	1	0	50	20
05N11	05	N1	1	0	50	21
05N11	05	N1	1	0	50	22
05N11	05	N1	1	0	50	23
05N11	05	N1	1	0	50	24
05N11	05	N1	1	1	27	25
05N11	05	N1	1	0	50	26
05N11	05	N1	1	1	10	27
05N11	05	N1	1	0	50	28
05N11	05	N1	1	0	50	29
05N11	05	N1	1	1	15	30
05N12	05	N1	2	0	45	1
05N12	05	N1	2	1	22	2
05N12	05	N1	2	0	45	3
05N12	05	N1	2	1	45	4
05N12	05	N1	2	1	27	5
05N12	05	N1	2	0	45	6
05N12	05	N1	2	0	45	7
05N12	05	N1	2	1	16	8
05N12	05	N1	2	0	45	9
05N12	05	N1	2	0	45	10
05N12	05	N1	2	1	23	11
05N12	05	N1	2	0	45	12
05N12	05	N1	2	1	35	13
05N12	05	N1	2	0	45	14
05N12	05	N1	2	1	6	15
05N12	05	N1	2	0	45	16
05N12	05	N1	2	1	25	17
05N12	05	N1	2	0	45	18
05N12	05	N1	2	0	45	19
05N12	05	N1	2	0	45	20
05N12	05	N1	2	0	45	21
05N12	05	N1	2	0	45	22
05N12	05	N1	2	0	45	23
05N12	05	N1	2	1	13	24
05N12	05	N1	2	0	45	25
05N12	05	N1	2	1	5	26
05N12	05	N1	2	0	45	27
05N12	05	N1	2	0	4	28
05N12	05	N1	2	0	45	29
05N12	05	N1	2	0	45	30
05N21	05	N2	1	0	40	1
05N21	05	N2	1	1	27	2
05N21	05	N2	1	1	30	3
05N21	05	N2	1	0	40	4
05N21	05	N2	1	1	17	5
05N21	05	N2	1	1	14	6
05N21	05	N2	1	0	40	7
05N21	05	N2	1	1	23	8
05N21	05	N2	1	0	40	9
05N21	05	N2	1	0	40	10
05N21	05	N2	1	0	40	11
05N21	05	N2	1	0	40	12
05N21	05	N2	1	0	40	13
05N21	05	N2	1	0	40	14
05N21	05	N2	1	1	25	15
05N21	05	N2	1	0	40	16
05N21	05	N2	1	0	40	17
05N21	05	N2	1	0	40	18
05N21	05	N2	1	1	6	19
05N21	05	N2	1	0	40	20
05N21	05	N2	1	1	35	21
05N21	05	N2	1	0	40	22
05N21	05	N2	1	1	11	23
05N21	05	N2	1	0	40	24
05N21	05	N2	1	0	40	25
05N21	05	N2	1	0	40	26
05N21	05	N2	1	0	40	27
05N21	05	N2	1	0	40	28
05N21	05	N2	1	0	40	29
05N21	05	N2	1	0	40	30
05N22	05	N2	2	0	69	1
05N22	05	N2	2	0	69	2
05N22	05	N2	2	1	65	3
05N22	05	N2	2	0	69	4
05N22	05	N2	2	0	69	5
05N22	05	N2	2	0	69	6
05N22	05	N2	2	1	67	7
05N22	05	N2	2	1	60	8
05N22	05	N2	2	1	16	9
05N22	05	N2	2	0	69	10
05N22	05	N2	2	0	69	11
05N22	05	N2	2	0	69	12
05N22	05	N2	2	1	29	13
05N22	05	N2	2	1	13	14
05N22	05	N2	2	0	69	15
05N22	05	N2	2	0	69	16
05N22	05	N2	2	1	5	17
05N22	05	N2	2	0	69	18
05N22	05	N2	2	0	69	19
05N22	05	N2	2	0	69	20
05N22	05	N2	2	0	69	21
05N22	05	N2	2	0	69	22
05N22	05	N2	2	0	69	23
05N22	05	N2	2	1	57	24
05N22	05	N2	2	1	66	25
05N22	05	N2	2	1	1	26
05N22	05	N2	2	1	47	27
05N22	05	N2	2	1	8	28
05N22	05	N2	2	1	24	29
05N22	05	N2	2	1	66	30
06D11	06	D1	1	0	45	1
06D11	06	D1	1	0	50	2
06D11	06	D1	1	0	64	3
06D11	06	D1	1	1	7	4
06D11	06	D1	1	1	6	5
06D11	06	D1	1	1	16	6
06D11	06	D1	1	0	30	7
06D11	06	D1	1	0	80	8
06D11	06	D1	1	0	64	9
06D11	06	D1	1	1	50	10
06D11	06	D1	1	1	48	11
06D11	06	D1	1	0	64	12
06D11	06	D1	1	1	33	13
06D11	06	D1	1	1	76	14
06D11	06	D1	1	1	74	15
06D11	06	D1	1	1	19	16
06D11	06	D1	1	0	64	17
06D11	06	D1	1	0	80	18
06D11	06	D1	1	0	38	19
06D11	06	D1	1	0	50	20
06D11	06	D1	1	1	44	21
06D11	06	D1	1	1	18	22
06D11	06	D1	1	1	6	23
06D11	06	D1	1	1	46	24
06D11	06	D1	1	0	28	25
06D11	06	D1	1	0	80	26
06D11	06	D1	1	1	12	27
06D11	06	D1	1	1	26	28
06D11	06	D1	1	1	31	29
06D11	06	D1	1	1	11	30
06D12	06	D1	2	0	64	1
06D12	06	D1	2	1	21	2
06D12	06	D1	2	1	34	3
06D12	06	D1	2	0	35	4
06D12	06	D1	2	1	30	5
06D12	06	D1	2	1	19	6
06D12	06	D1	2	1	42	7
06D12	06	D1	2	1	24	8
06D12	06	D1	2	0	28	9
06D12	06	D1	2	1	11	10
06D12	06	D1	2	0	64	11
06D12	06	D1	2	1	6	12
06D12	06	D1	2	1	55	13
06D12	06	D1	2	1	6	14
06D12	06	D1	2	0	80	15
06D12	06	D1	2	1	18	16
06D12	06	D1	2	0	24	17
06D12	06	D1	2	0	45	18
06D12	06	D1	2	0	64	19
06D12	06	D1	2	0	25	20
06D12	06	D1	2	1	51	21
06D12	06	D1	2	1	54	22
06D12	06	D1	2	1	33	23
06D12	06	D1	2	1	33	24
06D12	06	D1	2	0	36	25
06D12	06	D1	2	1	69	26
06D12	06	D1	2	1	6	27
06D12	06	D1	2	1	10	28
06D12	06	D1	2	1	51	29
06D12	06	D1	2	0	66	30
06D21	06	D2	1	0	64	1
06D21	06	D2	1	1	6	2
06D21	06	D2	1	0	36	3
06D21	06	D2	1	0	68	4
06D21	06	D2	1	1	21	5
06D21	06	D2	1	1	10	6
06D21	06	D2	1	0	90	7
06D21	06	D2	1	0	78	8
06D21	06	D2	1	1	4	9
06D21	06	D2	1	1	12	10
06D21	06	D2	1	0	60	11
06D21	06	D2	1	1	56	12
06D21	06	D2	1	0	60	13
06D21	06	D2	1	0	50	14
06D21	06	D2	1	1	3	15
06D21	06	D2	1	0	76	16
06D21	06	D2	1	1	24	17
06D21	06	D2	1	0	30	18
06D21	06	D2	1	0	50	19
06D21	06	D2	1	0	64	20
06D21	06	D2	1	0	80	21
06D21	06	D2	1	0	35	22
06D21	06	D2	1	1	15	23
06D21	06	D2	1	1	15	24
06D21	06	D2	1	1	75	25
06D21	06	D2	1	1	39	26
06D21	06	D2	1	1	3	27
06D21	06	D2	1	0	64	28
06D21	06	D2	1	0	80	29
06D21	06	D2	1	0	48	30
06D22	06	D2	2	1	6	1
06D22	06	D2	2	0	64	2
06D22	06	D2	2	1	16	3
06D22	06	D2	2	0	70	4
06D22	06	D2	2	0	36	5
06D22	06	D2	2	0	48	6
06D22	06	D2	2	1	1	7
06D22	06	D2	2	0	90	8
06D22	06	D2	2	1	59	9
06D22	06	D2	2	1	49	10
06D22	06	D2	2	0	20	11
06D22	06	D2	2	1	56	12
06D22	06	D2	2	0	58	13
06D22	06	D2	2	1	14	14
06D22	06	D2	2	0	70	15
06D22	06	D2	2	0	100	16
06D22	06	D2	2	0	60	17
06D22	06	D2	2	1	6	18
06D22	06	D2	2	1	14	19
06D22	06	D2	2	0	36	20
06D22	06	D2	2	0	50	21
06D22	06	D2	2	0	70	22
06D22	06	D2	2	0	26	23
06D22	06	D2	2	1	16	24
06D22	06	D2	2	0	30	25
06D22	06	D2	2	1	82	26
06D22	06	D2	2	1	62	27
06D22	06	D2	2	1	62	28
06D22	06	D2	2	1	57	29
06D22	06	D2	2	1	32	30
06N11	06	N1	1	0	80	1
06N11	06	N1	1	0	64	2
06N11	06	N1	1	0	36	3
06N11	06	N1	1	0	48	4
06N11	06	N1	1	1	53	5
06N11	06	N1	1	1	4	6
06N11	06	N1	1	1	25	7
06N11	06	N1	1	1	76	8
06N11	06	N1	1	0	64	9
06N11	06	N1	1	1	48	10
06N11	06	N1	1	1	17	11
06N11	06	N1	1	0	36	12
06N11	06	N1	1	0	64	13
06N11	06	N1	1	1	88	14
06N11	06	N1	1	0	76	15
06N11	06	N1	1	1	9	16
06N11	06	N1	1	0	50	17
06N11	06	N1	1	1	8	18
06N11	06	N1	1	0	60	19
06N11	06	N1	1	1	18	20
06N11	06	N1	1	0	90	21
06N11	06	N1	1	0	76	22
06N11	06	N1	1	0	48	23
06N11	06	N1	1	1	16	24
06N11	06	N1	1	0	36	25
06N11	06	N1	1	0	50	26
06N11	06	N1	1	1	20	27
06N11	06	N1	1	1	38	28
06N11	06	N1	1	1	14	29
06N11	06	N1	1	0	46	30
06N12	06	N1	2	1	58	1
06N12	06	N1	2	1	21	2
06N12	06	N1	2	1	8	3
06N12	06	N1	2	0	36	4
06N12	06	N1	2	1	36	5
06N12	06	N1	2	1	10	6
06N12	06	N1	2	0	76	7
06N12	06	N1	2	1	34	8
06N12	06	N1	2	0	50	9
06N12	06	N1	2	0	78	10
06N12	06	N1	2	0	36	11
06N12	06	N1	2	1	18	12
06N12	06	N1	2	0	80	13
06N12	06	N1	2	1	12	14
06N12	06	N1	2	1	34	15
06N12	06	N1	2	0	48	16
06N12	06	N1	2	1	73	17
06N12	06	N1	2	0	75	18
06N12	06	N1	2	0	36	19
06N12	06	N1	2	0	60	20
06N12	06	N1	2	1	3	21
06N12	06	N1	2	0	74	22
06N12	06	N1	2	0	82	23
06N12	06	N1	2	1	15	24
06N12	06	N1	2	0	26	25
06N12	06	N1	2	0	40	26
06N12	06	N1	2	1	54	27
06N12	06	N1	2	1	32	28
06N12	06	N1	2	1	78	29
06N12	06	N1	2	1	56	30
06N21	06	N2	1	0	60	1
06N21	06	N2	1	1	5	2
06N21	06	N2	1	0	70	3
06N21	06	N2	1	1	24	4
06N21	06	N2	1	0	36	5
06N21	06	N2	1	0	64	6
06N21	06	N2	1	0	80	7
06N21	06	N2	1	1	33	8
06N21	06	N2	1	0	48	9
06N21	06	N2	1	1	73	10
06N21	06	N2	1	1	28	11
06N21	06	N2	1	0	48	12
06N21	06	N2	1	1	56	13
06N21	06	N2	1	0	80	14
06N21	06	N2	1	0	50	15
06N21	06	N2	1	1	49	16
06N21	06	N2	1	1	23	17
06N21	06	N2	1	1	44	18
06N21	06	N2	1	0	70	19
06N21	06	N2	1	0	30	20
06N21	06	N2	1	1	27	21
06N21	06	N2	1	0	30	22
06N21	06	N2	1	1	44	23
06N21	06	N2	1	0	36	24
06N21	06	N2	1	0	50	25
06N21	06	N2	1	0	80	26
06N21	06	N2	1	1	29	27
06N21	06	N2	1	1	2	28
06N21	06	N2	1	1	25	29
06N21	06	N2	1	1	54	30
06N22	06	N2	2	0	64	1
06N22	06	N2	2	0	80	2
06N22	06	N2	2	1	46	3
06N22	06	N2	2	1	13	4
06N22	06	N2	2	0	36	5
06N22	06	N2	2	1	19	6
06N22	06	N2	2	1	20	7
06N22	06	N2	2	1	13	8
06N22	06	N2	2	0	70	9
06N22	06	N2	2	1	10	10
06N22	06	N2	2	1	80	11
06N22	06	N2	2	0	56	12
06N22	06	N2	2	1	6	13
06N22	06	N2	2	0	48	14
06N22	06	N2	2	1	22	15
06N22	06	N2	2	0	100	16
06N22	06	N2	2	1	21	17
06N22	06	N2	2	0	36	18
06N22	06	N2	2	1	29	19
06N22	06	N2	2	0	80	20
06N22	06	N2	2	0	76	21
06N22	06	N2	2	0	36	22
06N22	06	N2	2	0	80	23
06N22	06	N2	2	1	73	24
06N22	06	N2	2	0	48	25
06N22	06	N2	2	0	78	26
06N22	06	N2	2	0	48	27
06N22	06	N2	2	1	21	28
06N22	06	N2	2	1	13	29
06N22	06	N2	2	1	13	30
07D11	07	D1	1	1	1	1
07D11	07	D1	1	1	59	2
07D11	07	D1	1	0	64	3
07D11	07	D1	1	0	64	4
07D11	07	D1	1	0	64	5
07D11	07	D1	1	1	53	6
07D11	07	D1	1	0	64	7
07D11	07	D1	1	1	6	8
07D11	07	D1	1	1	31	9
07D11	07	D1	1	0	64	10
07D11	07	D1	1	0	64	11
07D11	07	D1	1	0	64	12
07D11	07	D1	1	0	64	13
07D11	07	D1	1	0	64	14
07D11	07	D1	1	0	64	15
07D11	07	D1	1	1	13	16
07D11	07	D1	1	0	64	17
07D11	07	D1	1	0	64	18
07D11	07	D1	1	1	36	19
07D11	07	D1	1	1	58	20
07D11	07	D1	1	0	64	21
07D11	07	D1	1	1	7	22
07D11	07	D1	1	1	32	23
07D11	07	D1	1	0	64	24
07D11	07	D1	1	1	28	25
07D11	07	D1	1	1	48	26
07D11	07	D1	1	1	23	27
07D11	07	D1	1	0	64	28
07D11	07	D1	1	1	40	29
07D11	07	D1	1	1	21	30
07D12	07	D1	2	1	53	1
07D12	07	D1	2	1	39	2
07D12	07	D1	2	0	64	3
07D12	07	D1	2	0	64	4
07D12	07	D1	2	1	22	5
07D12	07	D1	2	1	17	6
07D12	07	D1	2	1	11	7
07D12	07	D1	2	1	26	8
07D12	07	D1	2	0	64	9
07D12	07	D1	2	0	64	10
07D12	07	D1	2	1	23	11
07D12	07	D1	2	1	50	12
07D12	07	D1	2	0	64	13
07D12	07	D1	2	1	24	14
07D12	07	D1	2	1	34	15
07D12	07	D1	2	0	64	16
07D12	07	D1	2	1	18	17
07D12	07	D1	2	1	8	18
07D12	07	D1	2	1	35	19
07D12	07	D1	2	0	64	20
07D12	07	D1	2	0	64	21
07D12	07	D1	2	1	48	22
07D12	07	D1	2	0	64	23
07D12	07	D1	2	1	10	24
07D12	07	D1	2	1	53	25
07D12	07	D1	2	1	61	26
07D12	07	D1	2	0	64	27
07D12	07	D1	2	0	64	28
07D12	07	D1	2	1	51	29
07D12	07	D1	2	0	64	30
07D21	07	D2	1	1	20	1
07D21	07	D2	1	0	64	2
07D21	07	D2	1	1	6	3
07D21	07	D2	1	1	12	4
07D21	07	D2	1	0	64	5
07D21	07	D2	1	0	64	6
07D21	07	D2	1	0	64	7
07D21	07	D2	1	1	7	8
07D21	07	D2	1	1	56	9
07D21	07	D2	1	1	4	10
07D21	07	D2	1	1	36	11
07D21	07	D2	1	0	64	12
07D21	07	D2	1	1	12	13
07D21	07	D2	1	1	20	14
07D21	07	D2	1	1	43	15
07D21	07	D2	1	0	64	16
07D21	07	D2	1	1	34	17
07D21	07	D2	1	0	64	18
07D21	07	D2	1	1	45	19
07D21	07	D2	1	1	7	20
07D21	07	D2	1	1	61	21
07D21	07	D2	1	0	64	22
07D21	07	D2	1	1	49	23
07D21	07	D2	1	1	51	24
07D21	07	D2	1	1	31	25
07D21	07	D2	1	1	52	26
07D21	07	D2	1	1	23	27
07D21	07	D2	1	0	64	28
07D21	07	D2	1	1	26	29
07D21	07	D2	1	1	40	30
07D22	07	D2	2	0	64	1
07D22	07	D2	2	1	64	2
07D22	07	D2	2	0	64	3
07D22	07	D2	2	1	54	4
07D22	07	D2	2	0	64	5
07D22	07	D2	2	1	3	6
07D22	07	D2	2	1	15	7
07D22	07	D2	2	0	64	8
07D22	07	D2	2	0	64	9
07D22	07	D2	2	1	28	10
07D22	07	D2	2	0	64	11
07D22	07	D2	2	0	64	12
07D22	07	D2	2	0	64	13
07D22	07	D2	2	0	64	14
07D22	07	D2	2	0	64	15
07D22	07	D2	2	1	25	16
07D22	07	D2	2	0	64	17
07D22	07	D2	2	0	64	18
07D22	07	D2	2	1	63	19
07D22	07	D2	2	1	5	20
07D22	07	D2	2	1	43	21
07D22	07	D2	2	1	39	22
07D22	07	D2	2	0	64	23
07D22	07	D2	2	1	6	24
07D22	07	D2	2	0	64	25
07D22	07	D2	2	1	19	26
07D22	07	D2	2	0	64	27
07D22	07	D2	2	0	64	28
07D22	07	D2	2	1	52	29
07D22	07	D2	2	1	25	30
07N11	07	N1	1	0	64	1
07N11	07	N1	1	0	64	2
07N11	07	N1	1	1	34	3
07N11	07	N1	1	0	64	4
07N11	07	N1	1	1	10	5
07N11	07	N1	1	0	64	6
07N11	07	N1	1	0	64	7
07N11	07	N1	1	1	20	8
07N11	07	N1	1	1	49	9
07N11	07	N1	1	0	64	10
07N11	07	N1	1	1	8	11
07N11	07	N1	1	1	23	12
07N11	07	N1	1	0	64	13
07N11	07	N1	1	0	64	14
07N11	07	N1	1	1	47	15
07N11	07	N1	1	1	52	16
07N11	07	N1	1	1	43	17
07N11	07	N1	1	1	32	18
07N11	07	N1	1	1	16	19
07N11	07	N1	1	0	64	20
07N11	07	N1	1	0	64	21
07N11	07	N1	1	0	64	22
07N11	07	N1	1	0	64	23
07N11	07	N1	1	1	25	24
07N11	07	N1	1	0	64	25
07N11	07	N1	1	0	64	26
07N11	07	N1	1	0	64	27
07N11	07	N1	1	1	11	28
07N11	07	N1	1	1	22	29
07N11	07	N1	1	0	64	30
07N12	07	N1	2	0	64	1
07N12	07	N1	2	0	64	2
07N12	07	N1	2	0	64	3
07N12	07	N1	2	1	47	4
07N12	07	N1	2	1	34	5
07N12	07	N1	2	1	5	6
07N12	07	N1	2	1	8	7
07N12	07	N1	2	1	17	8
07N12	07	N1	2	1	51	9
07N12	07	N1	2	1	31	10
07N12	07	N1	2	1	3	11
07N12	07	N1	2	1	47	12
07N12	07	N1	2	1	59	13
07N12	07	N1	2	1	45	14
07N12	07	N1	2	0	64	15
07N12	07	N1	2	0	64	16
07N12	07	N1	2	1	33	17
07N12	07	N1	2	1	37	18
07N12	07	N1	2	1	40	19
07N12	07	N1	2	0	64	20
07N12	07	N1	2	0	64	21
07N12	07	N1	2	0	64	22
07N12	07	N1	2	1	38	23
07N12	07	N1	2	0	64	24
07N12	07	N1	2	1	45	25
07N12	07	N1	2	0	64	26
07N12	07	N1	2	0	64	27
07N12	07	N1	2	0	64	28
07N12	07	N1	2	1	47	29
07N12	07	N1	2	1	61	30
07N21	07	N2	1	1	19	1
07N21	07	N2	1	0	64	2
07N21	07	N2	1	1	32	3
07N21	07	N2	1	0	64	4
07N21	07	N2	1	1	46	5
07N21	07	N2	1	1	42	6
07N21	07	N2	1	0	64	7
07N21	07	N2	1	0	64	8
07N21	07	N2	1	0	64	9
07N21	07	N2	1	0	64	10
07N21	07	N2	1	0	64	11
07N21	07	N2	1	0	64	12
07N21	07	N2	1	0	64	13
07N21	07	N2	1	0	64	14
07N21	07	N2	1	0	64	15
07N21	07	N2	1	0	64	16
07N21	07	N2	1	0	64	17
07N21	07	N2	1	1	10	18
07N21	07	N2	1	1	60	19
07N21	07	N2	1	1	30	20
07N21	07	N2	1	0	64	21
07N21	07	N2	1	1	12	22
